ein,year,reference_link,tax_period_end_date,tax_period_start_date,return_type_code,investment_income,gross_rent_income,royalties_income,sale_of_assets_income,investment_management_fees,royalties_expenses,revenue_government_grants,cy_endowment_beginning_balance,cy_endowment_contributions,cy_endowment_net_investment_earnings,cy_endowment_grants_scholarships,cy_endowment_other_expenditures,cy_endowment_admin_expenses,cy_endowment_end_balance
23-7326030,2022,https://projects.propublica.org/nonprofits/download-xml?object_id=202441359349312899,2023-06-30,2022-07-01,990,null,null,null,null,null,null,null,null,null,null,null,null,null,null
23-7326030,2021,https://projects.propublica.org/nonprofits/download-xml?object_id=202321329349308717,2022-06-30,2021-07-01,990,null,null,null,null,null,null,null,null,null,null,null,null,null,null
23-7326030,2020,https://projects.propublica.org/nonprofits/download-xml?object_id=202231339349308263,2021-06-30,2020-07-01,990,null,null,null,null,null,null,null,null,null,null,null,null,null,null
23-7326030,2019,https://projects.propublica.org/nonprofits/download-xml?object_id=202101379349305555,2020-06-30,2019-07-01,990,null,null,null,null,null,null,null,2110599,null,144387,null,2254986,null,null
23-7326030,2018,https://projects.propublica.org/nonprofits/download-xml?object_id=202011979349303231,2019-06-30,2018-07-01,990,null,null,null,null,null,null,null,1995889,null,177788,null,63078,null,2110599
23-7326030,2017,https://projects.propublica.org/nonprofits/download-xml?object_id=201931359349311028,2018-06-30,2017-07-01,990,null,null,null,null,null,null,null,16913937,108640,1097865,null,16124553,null,1995889
23-7326030,2016,https://projects.propublica.org/nonprofits/download-xml?object_id=201713419349300041,2017-06-30,2016-07-01,990,null,null,null,null,null,null,null,15650239,105918,1707880,null,550100,null,16913937
23-7326030,2015,https://projects.propublica.org/nonprofits/download-xml?object_id=201633209349309733,2016-06-30,2015-07-01,990,null,null,null,null,null,null,null,15586738,105052,455460,null,497011,null,15650239
23-7326030,2014,https://projects.propublica.org/nonprofits/download-xml?object_id=201513209349301026,2015-06-30,2014-07-01,990,null,null,null,null,null,null,null,15630000,278485,218997,null,540744,null,15586738
23-7326030,2013,https://projects.propublica.org/nonprofits/download-xml?object_id=201443189349308514,2014-06-30,2013-07-01,990,null,null,null,null,null,null,null,14192540,19909,2011139,null,593588,null,15630000
23-1352674,2023,https://projects.propublica.org/nonprofits/download-xml?object_id=202511019349301951,2024-05-31,2023-06-01,990,null,null,null,null,null,null,null,468085827,15410807,67127832,null,82870880,null,467753586
23-1352674,2022,https://projects.propublica.org/nonprofits/download-xml?object_id=202421009349301702,2023-05-31,2022-06-01,990,null,null,null,null,null,null,null,357720376,151606485,441394,null,41682428,null,468085827
23-1352674,2021,https://projects.propublica.org/nonprofits/download-xml?object_id=202320819349300507,2022-05-31,2021-06-01,990,null,null,null,null,null,null,null,378782036,9273328,-4323191,null,26011797,null,357720376
23-1352674,2020,https://projects.propublica.org/nonprofits/download-xml?object_id=202220899349300022,2021-05-31,2020-06-01,990,null,null,null,null,null,null,null,293803273,4280854,91987004,null,11289095,null,378782036
23-1352674,2019,https://projects.propublica.org/nonprofits/download-xml?object_id=202121019349300307,2020-05-31,2019-06-01,990,null,null,null,null,null,null,null,294286967,8643493,846136,null,9973323,null,293803273
23-1352674,2018,https://projects.propublica.org/nonprofits/download-xml?object_id=202010719349301566,2019-05-31,2018-06-01,990,1297707,1033270,0,431733,0,0,2833783,280330988,18120438,4724492,null,8888951,null,294286967
23-1352674,2017,https://projects.propublica.org/nonprofits/download-xml?object_id=201931059349300608,2018-05-31,2017-06-01,990,640569,1134055,0,-638697,0,0,2448743,234094481,33243435,21365447,null,8372375,null,280330988
23-1352674,2015,https://projects.propublica.org/nonprofits/download-xml?object_id=201711049349301021,2016-05-31,2015-06-01,990,null,null,null,null,null,null,null,215905363,2679460,-8763207,null,7640150,null,202181466
23-1352674,2014,https://projects.propublica.org/nonprofits/download-xml?object_id=201611069349300906,2015-05-31,2014-06-01,990,null,null,null,null,null,null,null,209285519,6281217,7432402,null,7093775,null,215905363
23-1352674,2013,https://projects.propublica.org/nonprofits/download-xml?object_id=201501049349301110,2014-05-31,2013-06-01,990,null,null,null,null,null,null,null,193169663,2565618,21666890,null,8116652,null,209285519
11-1633516,2022,https://projects.propublica.org/nonprofits/download-xml?object_id=202401919349301300,2023-08-31,2022-09-01,990,null,null,null,null,null,null,null,366591797,15907418,30598766,1928460,12181159,null,398988362
11-1633516,2021,https://projects.propublica.org/nonprofits/download-xml?object_id=202301949349301130,2022-08-31,2021-09-01,990,null,null,null,null,null,null,null,366781600,40092144,-28034622,1373713,10873612,null,366591797
11-1633516,2020,https://projects.propublica.org/nonprofits/download-xml?object_id=202201949349300925,2021-08-31,2020-09-01,990,null,null,null,null,null,null,null,242211453,77968495,56020138,1545543,7872943,null,366781600
11-1633516,2019,https://projects.propublica.org/nonprofits/download-xml?object_id=202101839349300105,2020-08-31,2019-09-01,990,3734091,74643,0,2134234,1342975,0,17953472,238676611,954399,11222557,1348158,7293956,null,242211453
11-1633516,2018,https://projects.propublica.org/nonprofits/download-xml?object_id=202021969349305062,2019-08-31,2018-09-01,990,3817044,57485,0,569754,1340392,0,14152288,232390240,7473827,6315608,1448506,6054558,null,238676611
11-1633516,2017,https://projects.propublica.org/nonprofits/download-xml?object_id=201931919349301058,2018-08-31,2017-09-01,990,3639938,47917,0,-2922023,1281668,0,13834863,197767232,24130919,16795002,1123177,5179736,null,232390240
11-1633516,2016,https://projects.propublica.org/nonprofits/download-xml?object_id=201841879349300409,2017-08-31,2016-09-01,990,3084883,35907,0,-299717,1138982,0,14167586,140670102,46222167,15572700,1012855,3684882,null,197767232
11-1633516,2015,https://projects.propublica.org/nonprofits/download-xml?object_id=201741819349300349,2016-08-31,2015-09-01,990,2550007,-5532,0,-582993,909010,0,12368176,119539392,22598121,2700781,948087,3220105,null,140670102
11-1633516,2014,https://projects.propublica.org/nonprofits/download-xml?object_id=201631949349300863,2015-08-31,2014-09-01,990,2029633,-40521,0,-1110535,852611,0,11676215,107103782,11030193,4956251,998677,2552157,null,119539392
11-1633516,2013,https://projects.propublica.org/nonprofits/download-xml?object_id=201521749349300812,2014-08-31,2013-09-01,990,1752966,-35998,0,481932,873581,0,11204661,94265599,2797840,12872023,367189,2464491,null,107103782
39-0806297,2022,https://projects.propublica.org/nonprofits/download-xml?object_id=202440479349300914,2023-06-30,2022-07-01,990,null,null,null,null,null,null,null,440838808,4765806,28580073,13720768,16957576,null,443506343
39-0806297,2021,https://projects.propublica.org/nonprofits/download-xml?object_id=202311299349304766,2022-06-30,2021-07-01,990,null,null,null,null,null,null,null,487034820,7472399,-30497581,11112947,12057883,null,440838808
39-0806297,2020,https://projects.propublica.org/nonprofits/download-xml?object_id=202230569349301523,2021-06-30,2020-07-01,990,null,null,null,null,null,null,null,361079910,11083779,133468727,9193628,9403968,null,487034820
39-0806297,2019,https://projects.propublica.org/nonprofits/download-xml?object_id=202023529349300907,2020-06-30,2019-07-01,990,null,null,null,null,null,null,null,356957659,9944858,13361517,9474187,9709937,null,361079910
39-0806297,2018,https://projects.propublica.org/nonprofits/download-xml?object_id=201943199349309934,2019-06-30,2018-07-01,990,null,null,null,null,null,null,null,339831165,14710902,19407150,8351317,8640241,null,356957659
39-0806297,2017,https://projects.propublica.org/nonprofits/download-xml?object_id=201813189349307481,2018-06-30,2017-07-01,990,null,null,null,null,null,null,null,318204180,9286732,28250463,6850407,9059803,null,339831165
39-0806297,2016,https://projects.propublica.org/nonprofits/download-xml?object_id=201830959349300418,2017-06-30,2016-07-01,990,null,null,null,null,null,null,null,284692482,10524336,36006163,6296201,6722600,null,318204180
39-0806297,2015,https://projects.propublica.org/nonprofits/download-xml?object_id=201710449349301216,2016-06-30,2015-07-01,990,null,null,null,null,null,null,null,275447518,20553429,1228947,5819255,6718157,null,284692482
39-0806297,2014,https://projects.propublica.org/nonprofits/download-xml?object_id=201640149349301044,2015-06-30,2014-07-01,990,null,null,null,null,null,null,null,249472855,29564660,7266603,null,10856600,null,275447518
39-0806297,2013,https://projects.propublica.org/nonprofits/download-xml?object_id=201500129349301310,2014-06-30,2013-07-01,990,null,null,null,null,null,null,null,212431926,11020336,36163657,null,10143064,null,249472855
06-0646623,2022,https://projects.propublica.org/nonprofits/download-xml?object_id=202421359349308562,2023-06-30,2022-07-01,990,null,null,null,null,null,null,null,407344987,8359383,34214939,4989938,11207352,112890,433609129
06-0646623,2021,https://projects.propublica.org/nonprofits/download-xml?object_id=202301359349312645,2022-06-30,2021-07-01,990,null,null,null,null,null,null,null,464604164,6900055,-51712704,4392904,7940015,113609,407344987
06-0646623,2020,https://projects.propublica.org/nonprofits/download-xml?object_id=202211329349306711,2021-06-30,2020-07-01,990,null,null,null,null,null,null,null,357051925,5229014,118628213,4158615,11999924,146449,464604164
06-0646623,2019,https://projects.propublica.org/nonprofits/download-xml?object_id=202101349349308055,2020-06-30,2019-07-01,990,12887358,401787,0,12740102,204744,0,4946466,382450518,1402417,-15169929,4530960,6958998,141123,357051925
06-0646623,2018,https://projects.propublica.org/nonprofits/download-xml?object_id=202001559349301005,2019-06-30,2018-07-01,990,6539344,579007,0,46594586,176588,0,3750740,371182676,8226618,14081047,4407492,6465466,166865,382450518
06-0646623,2017,https://projects.propublica.org/nonprofits/download-xml?object_id=201921359349308582,2018-06-30,2017-07-01,990,7155236,699994,0,-1154738,327808,0,3158730,355306266,6966222,25695257,3856209,12497141,431719,371182676
06-0646623,2016,https://projects.propublica.org/nonprofits/download-xml?object_id=201801359349307970,2017-06-30,2016-07-01,990,3977968,682014,0,9854680,439875,0,3329695,316913844,6966058,42738641,4138098,6544540,629639,355306266
06-0646623,2015,https://projects.propublica.org/nonprofits/download-xml?object_id=201741329349301309,2016-06-30,2015-07-01,990,4508191,494810,0,7367702,778851,0,3005303,324498896,5909462,-1112030,4354070,8028414,null,316913844
06-0646623,2014,https://projects.propublica.org/nonprofits/download-xml?object_id=201601349349302290,2015-06-30,2014-07-01,990,3855636,281545,0,14830117,1102411,0,3120817,321418792,5552666,8859495,4664316,6667741,null,324498896
06-0646623,2013,https://projects.propublica.org/nonprofits/download-xml?object_id=201511049349301251,2014-06-30,2013-07-01,990,null,null,null,null,null,null,null,279942310,5975887,46138721,-3449456,-7188670,null,321418792
57-0314422,2022,https://projects.propublica.org/nonprofits/download-xml?object_id=202421359349307157,2023-06-30,2022-07-01,990,null,null,null,null,null,null,null,378836923,6741101,44714235,7959460,4948572,null,417384227
57-0314422,2021,https://projects.propublica.org/nonprofits/download-xml?object_id=202321359349311132,2022-06-30,2021-07-01,990,null,null,null,null,null,null,null,437512908,7552255,-56417152,7352260,2458828,null,378836923
57-0314422,2020,https://projects.propublica.org/nonprofits/download-xml?object_id=202211369349305741,2021-06-30,2020-07-01,990,null,null,null,null,null,null,null,208057660,166945863,71820974,6916366,2395223,null,437512908
57-0314422,2019,https://projects.propublica.org/nonprofits/download-xml?object_id=202101379349302420,2020-06-30,2019-07-01,990,null,null,null,null,null,null,null,211672562,4765749,685268,6669684,2396235,null,208057660
57-0314422,2018,https://projects.propublica.org/nonprofits/download-xml?object_id=202031969349300708,2019-06-30,2018-07-01,990,null,null,null,null,null,null,null,205990556,5984553,8539298,6325855,2515990,null,211672562
57-0314422,2017,https://projects.propublica.org/nonprofits/download-xml?object_id=201901429349300025,2018-06-30,2017-07-01,990,null,null,null,null,null,null,null,194389675,4667684,15657920,6251474,2473249,null,205990556
57-0314422,2016,https://projects.propublica.org/nonprofits/download-xml?object_id=201801359349307265,2017-06-30,2016-07-01,990,null,null,null,null,null,null,null,172366619,9306857,21499220,6198672,2584349,null,194389675
57-0314422,2015,https://projects.propublica.org/nonprofits/download-xml?object_id=201701359349311455,2016-06-30,2015-07-01,990,null,null,null,null,null,null,null,184707575,4529973,-8375296,8495633,null,null,172366619
57-0314422,2014,https://projects.propublica.org/nonprofits/download-xml?object_id=201621379349304227,2015-06-30,2014-07-01,990,null,null,null,null,null,null,null,191830918,3803113,-3555275,5068542,2302639,null,184707575
57-0314422,2013,https://projects.propublica.org/nonprofits/download-xml?object_id=201511339349302771,2014-06-30,2013-07-01,990,null,null,null,null,null,null,null,167509297,2875728,31180862,4764591,4970378,null,191830918
95-1911219,2023,https://projects.propublica.org/nonprofits/download-xml?object_id=202521069349301862,2024-06-30,2023-07-01,990,null,null,null,null,null,null,null,422771795,10231969,48483268,3539557,13991919,null,463955556
95-1911219,2022,https://projects.propublica.org/nonprofits/download-xml?object_id=202431359349305038,2023-06-30,2022-07-01,990,null,null,null,null,null,null,null,407297564,13640710,18396835,3315372,13247942,null,422771795
95-1911219,2021,https://projects.propublica.org/nonprofits/download-xml?object_id=202341329349308494,2022-06-30,2021-07-01,990,null,null,null,null,null,null,null,444484175,10209787,-31436857,3206978,12752563,null,407297564
95-1911219,2020,https://projects.propublica.org/nonprofits/download-xml?object_id=202221309349303747,2021-06-30,2020-07-01,990,null,null,null,null,null,null,null,321389453,3930891,134836315,3059939,12612545,null,444484175
95-1911219,2019,https://projects.propublica.org/nonprofits/download-xml?object_id=202101359349301715,2020-06-30,2019-07-01,990,null,null,null,null,null,null,null,330509442,1918750,4569257,3017900,12590096,null,321389453
95-1911219,2018,https://projects.propublica.org/nonprofits/download-xml?object_id=202041759349301904,2019-06-30,2018-07-01,990,null,null,null,null,null,null,null,320383838,7332585,17752255,2868047,12091190,null,330509441
95-1911219,2017,https://projects.propublica.org/nonprofits/download-xml?object_id=201931339349307713,2018-06-30,2017-07-01,990,null,null,null,null,null,null,null,303342937,692670,31005610,2803723,11853656,null,320383838
95-1911219,2016,https://projects.propublica.org/nonprofits/download-xml?object_id=201841349349310329,2017-06-30,2016-07-01,990,null,null,null,null,null,null,null,276951173,4865791,35988718,2800516,11662229,null,303342937
95-1911219,2015,https://projects.propublica.org/nonprofits/download-xml?object_id=201721309349304012,2016-06-30,2015-07-01,990,null,null,null,null,null,null,null,292556021,10359494,-12087422,2665292,11211628,null,276951173
95-1911219,2014,https://projects.propublica.org/nonprofits/download-xml?object_id=201641339349302284,2015-06-30,2014-07-01,990,null,null,null,null,null,null,null,288323889,18869383,-1825220,2489818,10322213,null,292556021
95-1911219,2013,https://projects.propublica.org/nonprofits/download-xml?object_id=201531349349307703,2014-06-30,2013-07-01,990,null,null,null,null,null,null,null,244177496,17124437,38981269,2409114,9550199,null,288323889
63-6065809,2023,https://projects.propublica.org/nonprofits/download-xml?object_id=202423589349300212,2024-06-30,2023-07-01,990,null,null,null,null,null,null,null,418278077,11858,59344280,16552872,null,3818830,457262513
63-6065809,2022,https://projects.propublica.org/nonprofits/download-xml?object_id=202323469349300937,2023-06-30,2022-07-01,990,null,null,null,null,null,null,null,390898779,68985,44229405,13260154,null,3658938,418278077
63-6065809,2021,https://projects.propublica.org/nonprofits/download-xml?object_id=202213499349301496,2022-06-30,2021-07-01,990,null,null,null,null,null,null,null,438035146,2594520,-13286149,32671350,null,3773388,390898779
63-6065809,2020,https://projects.propublica.org/nonprofits/download-xml?object_id=202103509349301335,2021-06-30,2020-07-01,990,null,null,null,null,null,null,null,389017438,511675,63091545,10862630,null,3722882,438035146
63-6065809,2019,https://projects.propublica.org/nonprofits/download-xml?object_id=202003539349300200,2020-06-30,2019-07-01,990,null,null,null,null,null,null,null,385213830,5294604,12773777,10597497,null,3667276,389017438
63-6065809,2018,https://projects.propublica.org/nonprofits/download-xml?object_id=202030139349301013,2019-06-30,2018-07-01,990,null,null,null,null,null,null,null,375729197,4136825,19009070,10034781,null,3626481,385213830
63-6065809,2017,https://projects.propublica.org/nonprofits/download-xml?object_id=201803589349300200,2018-06-30,2017-07-01,990,null,null,null,null,null,null,null,366582774,1117275,21666481,9888332,null,3749001,375729197
63-6065809,2016,https://projects.propublica.org/nonprofits/download-xml?object_id=201800749349301335,2017-06-30,2016-07-01,990,null,null,null,null,null,null,null,354570415,57650,25125783,9771136,null,3399938,366582774
63-6065809,2015,https://projects.propublica.org/nonprofits/download-xml?object_id=201720669349300532,2016-06-30,2015-07-01,990,null,null,null,null,null,null,null,363501175,8000,4947032,-10561184,null,-3324608,354570415
63-6065809,2014,https://projects.propublica.org/nonprofits/download-xml?object_id=201630699349300838,2015-06-30,2014-07-01,990,null,null,null,null,null,null,null,324396610,16050,47236528,-4730966,null,-3417047,363501175
63-6065809,2013,https://projects.propublica.org/nonprofits/download-xml?object_id=201520699349300407,2014-06-30,2013-07-01,990,null,null,null,null,null,null,null,299424944,56925,33020566,-4515680,null,-3590145,324396610
91-0236600,2023,https://projects.propublica.org/nonprofits/download-xml?object_id=202520739349301607,2024-05-31,2023-06-01,990,null,null,null,null,null,null,null,405887309,8189973,49429095,9710566,4856240,4168789,444770782
91-0236600,2022,https://projects.propublica.org/nonprofits/download-xml?object_id=202420739349301202,2023-05-31,2022-06-01,990,null,null,null,null,null,null,null,409967453,13776540,-361263,9035116,4460047,4000258,405887309
91-0236600,2021,https://projects.propublica.org/nonprofits/download-xml?object_id=202310959349301346,2022-05-31,2021-06-01,990,null,null,null,null,null,null,null,399177928,20122833,6100383,8025693,3612198,3795800,409967453
91-0236600,2020,https://projects.propublica.org/nonprofits/download-xml?object_id=202240959349301029,2021-05-31,2020-06-01,990,null,null,null,null,null,null,null,292983920,6938466,113372914,7127331,3244444,3745597,399177928
91-0236600,2019,https://projects.propublica.org/nonprofits/download-xml?object_id=202201189349301025,2020-05-31,2019-06-01,990,null,null,null,null,null,null,null,285792720,6718698,12997593,6354148,3260301,2910642,292983920
91-0236600,2018,https://projects.propublica.org/nonprofits/download-xml?object_id=202001069349301125,2019-05-31,2018-06-01,990,null,null,null,null,null,null,null,269763654,9836564,19526675,7187287,3573366,2573520,285792720
91-0236600,2017,https://projects.propublica.org/nonprofits/download-xml?object_id=201931019349300218,2018-05-31,2017-06-01,990,null,null,null,null,null,null,null,253297467,6056866,20683871,5062793,3002009,2209748,269763654
91-0236600,2016,https://projects.propublica.org/nonprofits/download-xml?object_id=201840959349300959,2017-05-31,2016-06-01,990,null,null,null,null,null,null,null,187267861,50045376,24584031,4703973,2331256,1564572,253297467
91-0236600,2015,https://projects.propublica.org/nonprofits/download-xml?object_id=201700729349300115,2016-05-31,2015-06-01,990,null,null,null,null,null,null,null,208467932,-11375989,-1486604,4481178,2263838,1592462,187267861
91-0236600,2014,https://projects.propublica.org/nonprofits/download-xml?object_id=201640999349300019,2015-05-31,2014-06-01,990,null,null,null,null,null,null,null,175489398,28836520,11704582,4089153,1989162,1484253,208467932
91-0236600,2013,https://projects.propublica.org/nonprofits/download-xml?object_id=201511039349301351,2014-05-31,2013-06-01,990,null,null,null,null,null,null,null,149969885,8511342,23691743,3629433,1818524,1235615,175489398
01-0211781,2022,https://projects.propublica.org/nonprofits/download-xml?object_id=202441369349308899,2023-06-30,2022-07-01,990,null,null,null,null,null,null,null,418543930,15947601,13887708,8562676,11321436,0,428495127
01-0211781,2021,https://projects.propublica.org/nonprofits/download-xml?object_id=202341359349302154,2022-06-30,2021-07-01,990,null,null,null,null,null,null,null,466016288,17492862,-48210850,7218240,9536130,0,418543930
01-0211781,2020,https://projects.propublica.org/nonprofits/download-xml?object_id=202221319349300332,2021-06-30,2020-07-01,990,null,null,null,null,null,null,null,341587046,17873140,122426350,8925403,6944845,0,466016288
01-0211781,2019,https://projects.propublica.org/nonprofits/download-xml?object_id=202121309349301457,2020-06-30,2019-07-01,990,null,null,null,null,null,null,null,329722788,18398067,8115144,6033537,8615416,0,341587046
01-0211781,2018,https://projects.propublica.org/nonprofits/download-xml?object_id=202021929349301527,2019-06-30,2018-07-01,990,null,null,null,null,null,null,null,315579002,12780254,15010302,5692364,7954406,0,329722788
01-0211781,2017,https://projects.propublica.org/nonprofits/download-xml?object_id=201941339349303104,2018-06-30,2017-07-01,990,null,null,null,null,null,null,null,293832686,13911733,20493526,5204996,7453947,0,315579002
01-0211781,2016,https://projects.propublica.org/nonprofits/download-xml?object_id=201841279349301059,2017-06-30,2016-07-01,990,null,null,null,null,null,null,null,250976477,14509741,40804552,5158453,7299631,0,293832686
01-0211781,2015,https://projects.propublica.org/nonprofits/download-xml?object_id=201741319349303819,2016-06-30,2015-07-01,990,null,null,null,null,null,null,null,261501358,14358147,-12743055,4779284,7360689,0,250976477
01-0211781,2014,https://projects.propublica.org/nonprofits/download-xml?object_id=201631379349304423,2015-06-30,2014-07-01,990,null,null,null,null,null,null,null,263892125,6070816,3132674,4838743,6755514,0,261501358
01-0211781,2013,https://projects.propublica.org/nonprofits/download-xml?object_id=201530429349300538,2014-06-30,2013-07-01,990,null,null,null,null,null,null,null,233803986,2225629,38893910,4537044,6494356,0,263892125
53-0196577,2022,https://projects.propublica.org/nonprofits/download-xml?object_id=202441309349303914,2023-06-30,2022-07-01,990,null,null,null,null,null,null,null,384593753,43071764,27901157,null,24358899,1663115,429544660
53-0196577,2021,https://projects.propublica.org/nonprofits/download-xml?object_id=202301239349300125,2022-06-30,2021-07-01,990,null,null,null,null,null,null,null,428429220,5427043,-26119655,null,21628149,1514706,384593753
53-0196577,2020,https://projects.propublica.org/nonprofits/download-xml?object_id=202200899349301320,2021-06-30,2020-07-01,990,null,null,null,null,null,null,null,433548030,45460966,106055864,null,82601969,1574898,500887993
53-0196577,2019,https://projects.propublica.org/nonprofits/download-xml?object_id=202131339349300003,2020-06-30,2019-07-01,990,null,null,null,null,null,null,null,471042888,61154047,-8233684,null,88918479,1496742,433548030
53-0196577,2018,https://projects.propublica.org/nonprofits/download-xml?object_id=202043149349300639,2019-06-30,2018-07-01,990,null,null,null,null,null,null,null,476093348,6715783,7360966,null,17596458,1530751,471042888
53-0196577,2017,https://projects.propublica.org/nonprofits/download-xml?object_id=202033149349301313,2018-06-30,2017-07-01,990,null,null,null,null,null,null,null,468522658,62516766,35621240,null,89209102,1358214,476093348
53-0196577,2016,https://projects.propublica.org/nonprofits/download-xml?object_id=201800449349300410,2017-06-30,2016-07-01,990,null,null,null,null,null,null,null,417895359,18324115,48993345,null,15341592,1348569,468522658
53-0196577,2015,https://projects.propublica.org/nonprofits/download-xml?object_id=201720429349300822,2016-06-30,2015-07-01,990,null,null,null,null,null,null,null,425725267,7474568,961390,null,15098080,1167786,417895359
53-0196577,2014,https://projects.propublica.org/nonprofits/download-xml?object_id=201630459349300803,2015-06-30,2014-07-01,990,null,null,null,null,null,null,null,441281539,66444006,11159614,null,92011199,1148693,425725267
53-0196577,2013,https://projects.propublica.org/nonprofits/download-xml?object_id=201530359349301413,2014-06-30,2013-07-01,990,null,null,null,null,null,null,null,404469002,6136117,45195854,null,13463737,1055697,441281539
23-1352635,2022,https://projects.propublica.org/nonprofits/download-xml?object_id=202431369349307288,2023-06-30,2022-07-01,990,null,null,null,null,null,null,null,375555835,5001028,20709775,7376914,12151199,1480189,380258336
23-1352635,2021,https://projects.propublica.org/nonprofits/download-xml?object_id=202301359349307140,2022-06-30,2021-07-01,990,null,null,null,null,null,null,null,441320443,6910075,-52442327,6756279,11561635,1914442,375555835
23-1352635,2020,https://projects.propublica.org/nonprofits/download-xml?object_id=202241339349304104,2021-06-30,2020-07-01,990,null,null,null,null,null,null,null,326941394,6268612,129279816,6558470,11765973,2844936,441320443
23-1352635,2019,https://projects.propublica.org/nonprofits/download-xml?object_id=202131349349306003,2020-06-30,2019-07-01,990,null,null,null,null,null,null,null,330289650,4908823,10239483,5917345,11517703,1061514,326941394
23-1352635,2018,https://projects.propublica.org/nonprofits/download-xml?object_id=202041349349302854,2019-06-30,2018-07-01,990,null,null,null,null,null,null,null,326728378,5522438,16275849,5778255,11389973,1068787,330289650
23-1352635,2017,https://projects.propublica.org/nonprofits/download-xml?object_id=201931309349304673,2018-06-30,2017-07-01,990,null,null,null,null,null,null,null,310402781,8663670,26081178,5632864,11670601,1115786,326728378
23-1352635,2016,https://projects.propublica.org/nonprofits/download-xml?object_id=201831359349302378,2017-06-30,2016-07-01,990,null,null,null,null,null,null,null,275806471,12711922,39405607,-5777809,-10908647,-834763,310402781
23-1352635,2015,https://projects.propublica.org/nonprofits/download-xml?object_id=201701359349305540,2016-06-30,2015-07-01,990,null,null,null,null,null,null,null,301988159,4884323,-15891595,5010261,9199681,964475,275806471
23-1352635,2014,https://projects.propublica.org/nonprofits/download-xml?object_id=201621379349306817,2015-06-30,2014-07-01,990,null,null,null,null,null,null,null,300656053,4540306,2108191,4802404,9734186,890342,291877618
23-1352635,2013,https://projects.propublica.org/nonprofits/download-xml?object_id=201541319349301189,2014-06-30,2013-07-01,990,12606300,74937,4281,14011590,365707,0,1609016,270558942,5259230,39241872,4508807,9228944,666240,300656053
34-0714654,2022,https://projects.propublica.org/nonprofits/download-xml?object_id=202441349349306604,2023-06-30,2022-07-01,990,2878863,-37637,51183,6705286,2508041,54464,2107016,374948188,2569747,39957133,null,22004259,null,395470809
34-0714654,2021,https://projects.propublica.org/nonprofits/download-xml?object_id=202331359349317123,2022-06-30,2021-07-01,990,null,null,null,null,null,null,null,431210227,3927424,-43888320,null,16301143,null,374948188
34-0714654,2020,https://projects.propublica.org/nonprofits/download-xml?object_id=202231369349312673,2021-06-30,2020-07-01,990,null,null,null,null,null,null,null,332606033,5193779,109461622,null,16051207,null,431210227
34-0714654,2019,https://projects.propublica.org/nonprofits/download-xml?object_id=202141349349303034,2020-06-30,2019-07-01,990,null,null,null,null,null,null,null,328921123,6600392,12459898,null,15375380,null,332606033
34-0714654,2018,https://projects.propublica.org/nonprofits/download-xml?object_id=202041339349301139,2019-06-30,2018-07-01,990,null,null,null,null,null,null,null,320178080,8605123,15389256,null,15251336,null,328921123
34-0714654,2017,https://projects.propublica.org/nonprofits/download-xml?object_id=201921359349304987,2018-06-30,2017-07-01,990,null,null,null,null,null,null,null,294316001,11074081,33423545,null,15314144,null,323499483
34-0714654,2016,https://projects.propublica.org/nonprofits/download-xml?object_id=201801359349301405,2017-06-30,2016-07-01,990,null,null,null,null,null,null,null,260414225,11555698,37095754,null,14749676,null,294316001
34-0714654,2015,https://projects.propublica.org/nonprofits/download-xml?object_id=201711329349301041,2016-06-30,2015-07-01,990,null,null,null,null,null,null,null,280453482,2102397,-9532427,null,12609227,null,260414225
34-0714654,2014,https://projects.propublica.org/nonprofits/download-xml?object_id=201601349349306290,2015-06-30,2014-07-01,990,null,null,null,null,null,null,null,278112603,8780985,6696248,null,13136354,null,280453482
34-0714654,2013,https://projects.propublica.org/nonprofits/download-xml?object_id=201501349349307970,2014-06-30,2013-07-01,990,null,null,null,null,null,null,null,247092897,3445945,38672899,null,11099138,null,278112603
62-0476301,2023,https://projects.propublica.org/nonprofits/download-xml?object_id=202511139349301751,2024-06-30,2023-07-01,990,null,null,null,null,null,null,null,405760962,1435607,45896245,19658486,1850876,null,431583452
62-0476301,2022,https://projects.propublica.org/nonprofits/download-xml?object_id=202411099349301231,2023-06-30,2022-07-01,990,null,null,null,null,null,null,null,394337368,2353297,28635599,17666590,1898712,null,405760962
62-0476301,2021,https://projects.propublica.org/nonprofits/download-xml?object_id=202301119349300430,2022-06-30,2021-07-01,990,null,null,null,null,null,null,null,431792843,3196249,-21284314,17280823,2086587,null,394337368
62-0476301,2020,https://projects.propublica.org/nonprofits/download-xml?object_id=202231269349300248,2021-06-30,2020-07-01,990,null,null,null,null,null,null,null,341178021,2394622,107497570,18188179,1089191,null,431792843
62-0476301,2019,https://projects.propublica.org/nonprofits/download-xml?object_id=202121179349301522,2020-06-30,2019-07-01,990,null,null,null,null,null,null,null,352206266,1213346,4320558,17203801,-641652,null,341178021
62-0476301,2018,https://projects.propublica.org/nonprofits/download-xml?object_id=202021359349302342,2019-06-30,2018-07-01,990,null,null,null,null,null,null,null,359278852,912528,10042619,16863592,1164141,null,352206266
62-0476301,2017,https://projects.propublica.org/nonprofits/download-xml?object_id=201931239349301853,2018-06-30,2017-07-01,990,null,null,null,null,null,null,null,342349912,6455007,28780289,16265992,2040364,null,359278852
